or_crc||or_nom||or_id||or_dpt||or_nat||or_typ||typ_code
23||Commune de Capesterre Belle Eau||416||971||Commune||Commune / BP||0101-00
23||Commune de Capesterre de Marie-Galante||415||971||Commune||Commune / BP||0101-00
23||Commune de Case-Pilote||382||972||Commune||Commune / BP||0101-00
23||Commune de Cayenne||351||973||Commune||Commune / BP||0101-00
23||Commune de Deshaies||412||971||Commune||Commune / BP||0101-00
23||Commune de Ducos||380||972||Commune||Commune / BP||0101-00
23||Commune de Fort de France||378||972||Commune||Commune / BP||0101-00
23||Commune de Gourbeyre||414||971||Commune||Commune / BP||0101-00
23||Commune de Grand Bourg de Marie-Galante||411||971||Commune||Commune / BP||0101-00
23||Commune de Kourou||348||973||Commune||Commune / BP||0101-00
23||Commune de Macouba||372||972||Commune||Commune / BP||0101-00
23||Commune de Maripasoula||335||973||Commune||Commune / BP||0101-00
23||Commune de Matoury||345||973||Commune||Commune / BP||0101-00
23||Commune de Montsinéry Tonnegrande||339||973||Commune||Commune / BP||0101-00
23||Commune de Morne à l'Eau||407||971||Commune||Commune / BP||0101-00
23||Commune de Papaïchton||328||973||Commune||Commune / BP||0101-00
23||Commune de Pointe Noire||401||971||Commune||Commune / BP||0101-00
23||Commune de Pointe-à-Pitre||403||971||Commune||Commune / BP||0101-00
23||Commune de Port-Louis||400||971||Commune||Commune / BP||0101-00
23||Commune de Régina||352||973||Commune||Commune / BP||0101-00
23||Commune de Rivière Salée||366||972||Commune||Commune / BP||0101-00
23||Commune de Roura||342||973||Commune||Commune / BP||0101-00
23||Commune de Saint-Claude||398||971||Commune||Commune / BP||0101-00
23||Commune de Sainte-Anne Guadeloupe||394||971||Commune||Commune / BP||0101-00
23||Commune de Sainte-Anne Martinique||361||972||Commune||Commune / BP||0101-00
23||Commune de Sainte-Marie||359||972||Commune||Commune / BP||0101-00
23||Commune de Sainte-Rose||393||971||Commune||Commune / BP||0101-00
23||Commune de Saint-Esprit||364||972||Commune||Commune / BP||0101-00
23||Commune de Saint-François||397||971||Commune||Commune / BP||0101-00
23||Commune de Saint-Georges de l'Oyapock||344||973||Commune||Commune / BP||0101-00
23||Commune de Saint-Laurent du Maroni||341||973||Commune||Commune / BP||0101-00
23||Commune de Saint-Louis de Marie-Galante||396||971||Commune||Commune / BP||0101-00
23||Commune de Saint-Pierre||362||972||Commune||Commune / BP||0101-00
23||Commune de Schoelcher||358||972||Commune||Commune / BP||0101-00
23||Commune de Terre de Bas||392||971||Commune||Commune / BP||0101-00
23||Commune de Terre de Haut||391||971||Commune||Commune / BP||0101-00
23||Commune de Trinité||357||972||Commune||Commune / BP||0101-00
23||Commune de Trois-Rivières||390||971||Commune||Commune / BP||0101-00
23||Commune de Vieux Fort||388||971||Commune||Commune / BP||0101-00
23||Commune de Vieux Habitants||387||971||Commune||Commune / BP||0101-00
23||Commune des Trois-Ilets||356||972||Commune||Commune / BP||0101-00
23||Commune d'Iracoubo||349||973||Commune||Commune / BP||0101-00
23||Commune du Carbet||383||972||Commune||Commune / BP||0101-00
23||Commune du Diamant||381||972||Commune||Commune / BP||0101-00
23||Commune du Gosier||410||971||Commune||Commune / BP||0101-00
23||Commune du Lamentin Guadeloupe||408||971||Commune||Commune / BP||0101-00
23||Commune du Lorrain||373||972||Commune||Commune / BP||0101-00
23||Commune du Marin||370||972||Commune||Commune / BP||0101-00
23||Commune du Morne-Vert||354||972||Commune||Commune / BP||0101-00
23||Commune du Prêcheur||368||972||Commune||Commune / BP||0101-00
23||Département de la Guadeloupe||327||971||Département||Département / BP||0201-00
23||Département de la Martinique||326||972||Département||Département / BP||0201-00
23||Etablissement des eaux et assainissement de Saint-Martin (ex Régie)||38||971||Et. pub. local et BA des Collectiv. territoriales et des EPL||Régie personnalisée et autre||0433-10
23||Hôpital de Saint-Esprit||126||972||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
23||Hôpital local de Capesterre Belle-Eau||238||971||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
23||Hospitalisation à domicile Nord Basse-Terre||1603||971||Société (SEM)||Société||1120-00
23||LGT JARDIN D'ESSAI  ||592||971||Et. pub. local d'enseignement||Lycée||1320-00
23||LYCEE D'HOTELLERIE ET DU TOURISME LE GOSIER||533||971||Et. pub. local d'enseignement||Lycée||1320-00
23||LYCEE PROFESSIONNEL SAINT-JAMES SAINT-PIERRE||476||972||Et. pub. local d'enseignement||Lycée||1320-00
23||Maison de retraite Les Filaos du Robert||121||972||Et. sanit. et sociaux et ESMS-BP et BA||Maison de Retraite (Budget général)||0530-00
23||Office départemental de l'eau de la Guadeloupe||423||971||Et. pub. local et BA des Collectiv. territoriales et des EPL||Etablissement Public Administratif||0437-00
23||Office du Tourisme de Kourou||1263||973||Et. pub. Industriel et Commercial||Office de tourisme||0710-00
23||Office du tourisme de Saint-Martin||902||971||Et. pub. Industriel et Commercial||Office de tourisme||0710-00
23||Office municipal de tourisme de Saint-Pierre||1562||972||Association loi de 1901||Association||1210-00
23||Opérateur public régional de la formation professionnelle||1362||973||Et. pub. local et BA des Collectiv. territoriales et des EPL||Etablissement à caractère industriel et commercial||0433-20
23||Régie communautaire ODYSSI||41||972||Et. pub. local et BA des Collectiv. territoriales et des EPL||Régie personnalisée et autre||0433-10
23||Région Guadeloupe||324||971||Région||Région / BP||0301-00
23||Région Martinique||322||972||Région||Région / BP||0301-00
23||SDIS de Martinique||94||972||Et. pub. local et BA des Collectiv. territoriales et des EPL||Service départemental d'incendie et de secours||0434-00
23||SEMAFF||62||972||Société (SEM)||SEM||1110-00
23||SEMAVIL||58||972||Société (SEM)||SEM||1110-00
23||SEMSAMAR SAINT-MARTIN||66||971||Société (SEM)||SEM||1110-00
23||SIAEAG - Synd. intercom. Alimentation Eau Assainissement Guadeloupe||298||971||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
23||SIAEP des Grands Fonds Morne à l'Eau||303||971||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat intercommunal d'adduction d'eau potable||0421-30
23||Syndicat des communes de la Côte Caraibe Nord||316||972||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
23||Syndicat intercommunal abattoir région Basse-Terre||306||971||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
23||Syndicat intercommunal Centre et Sud de La Martinique||289||972||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
23||Syndicat intercommunal du sud de la Côte sous le Vent||305||971||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
23||Syndicat interhospitalier de secteur de la Martinique||135||972||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicats Interhospitaliers et autres (Budget Principal)||0506-00
23||Syndicat mixte d'électricité de la Martinique||285||972||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
23||Syndicat mixte du complexe sportif de la région Basse-Terre||301||971||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
23||SYVADE (ancien SICTOM de l'agglomération pointoise)||297||971||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation multiple||0422-00
23||UNIVERSITE ANTILLES GUYANE||618||971||Et. pub. à caractère scientifique et culturel professionnel||Université||2300-00
24||Caisse de Retraite de Mayotte||246||976||Et. pub. local et BA des Collectiv. territoriales et des EPL||Etablissement Public Administratif||0437-00
24||Caisse des Ecoles de Sainte Suzanne||33||974||Et. pub. local et BA des Collectiv. territoriales et des EPL||Caisse des Ecoles||0432-00
24||CCAS de La Possession||66||974||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
24||CCAS de Saint Louis||60||974||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
24||CCAS de Sainte Marie||57||974||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
24||Centre intercommunal d'action sociale (CIAS)||282||974||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
24||Communauté d'agglomération du Sud (CASUD)||85||974||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
24||communauté de communes du nord de mayotte||941||976||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
24||Communauté des communes de l'Est (CIREST)||290||974||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
24||Commune d'Acoua (Mayotte)||272||976||Commune||Commune / BP||0101-00
24||Commune de Bandraboua (Mayotte)||252||976||Commune||Commune / BP||0101-00
24||Commune de Bouéni (Mayotte)||270||976||Commune||Commune / BP||0101-00
24||Commune de Bras Panon||115||974||Commune||Commune / BP||0101-00
24||Commune de Chiconi (Mayotte)||269||976||Commune||Commune / BP||0101-00
24||Commune de Chirongui (Mayotte)||268||976||Commune||Commune / BP||0101-00
24||Commune de Dembéni (Mayotte)||267||976||Commune||Commune / BP||0101-00
24||Commune de Dzaoudzi (Mayotte)||266||976||Commune||Commune / BP||0101-00
24||Commune de Kani Kéli (Mayotte)||265||976||Commune||Commune / BP||0101-00
24||Commune de Koungou (Mayotte)||264||976||Commune||Commune / BP||0101-00
24||Commune de la Plaine des Palmistes||111||974||Commune||Commune / BP||0101-00
24||Commune de La Possession||109||974||Commune||Commune / BP||0101-00
24||Commune de Mamoudzou (Mayotte)||263||976||Commune||Commune / BP||0101-00
24||Commune de Mtsamboro (Mayotte)||262||976||Commune||Commune / BP||0101-00
24||Commune de Mtsangamouji (Mayotte)||261||976||Commune||Commune / BP||0101-00
24||Commune de Pamandzi (Mayotte)||259||976||Commune||Commune / BP||0101-00
24||Commune de Sada (Mayotte)||258||976||Commune||Commune / BP||0101-00
24||Commune de Saint Benoit||107||974||Commune||Commune / BP||0101-00
24||Commune de Saint Leu||104||974||Commune||Commune / BP||0101-00
24||Commune de Saint Louis||103||974||Commune||Commune / BP||0101-00
24||Commune de Sainte Marie||99||974||Commune||Commune / BP||0101-00
24||Commune de Sainte Rose||98||974||Commune||Commune / BP||0101-00
24||Commune de Sainte Suzanne||97||974||Commune||Commune / BP||0101-00
24||Commune de Tsingoni (Mayotte)||257||976||Commune||Commune / BP||0101-00
24||Commune d'Ouangani (Mayotte)||260||976||Commune||Commune / BP||0101-00
24||Département de La Réunion||273||974||Département||Département / BP||0201-00
24||Département de Mayotte||241||976||Département||Département / BP||0201-00
24||Lycée professionnel Léon de Lepervanche du Port||167||974||Et. pub. local d'enseignement||Lycée||1320-00
24||REGION REUNION||86||974||Région||Région / BP||0301-00
24||Synd. inter alimentation eau Mayotte (SIAEM)||249||976||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
24||Synd. intercommunal de développement du sud (SIDS) (Mayotte)||250||976||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
24||Synd. MIAM (SMIAM) Mayotte||254||976||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat mixte communal (L5711.1 CGCT)||0421-20
24||Synd SIDEO||701||974||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
26||Collectivité de la Polynésie française||388||98||Région||Région / BP||0301-00
26||Commune de FANGATAU||61||98||Commune||Commune / BP||0101-00
26||Commune de HITIA'A O TE RA||123||98||Commune||Commune / BP||0101-00
26||Commune de MAHINA||126||98||Commune||Commune / BP||0101-00
26||Commune de NUKUTAVAKE||132||98||Commune||Commune / BP||0101-00
26||Commune de PAPARA||134||98||Commune||Commune / BP||0101-00
26||Commune de TAHUATA||143||98||Commune||Commune / BP||0101-00
26||Commune de TEVA I UTA||144||98||Commune||Commune / BP||0101-00
26||IIME (Institut d'insertion médico-éducatif)||321||98||Et. pub. local et BA des Collectiv. territoriales et des EPL||Etablissement Public Administratif||0437-00
26||Office de gestion de la crèche de Pirae - Tama Here||532||98||Et. pub. local et BA des Collectiv. territoriales et des EPL||Régie personnalisée et autre||0433-10
26||SAS VINI||832||98||Société (SEM)||Société||1120-00
28||CENTRE COMMUNAL D'ACTION SOCIALE DE SAINT-PRIM (CCAS)||1455||38||Et. pub. local et BA des Collectiv. territoriales et des EPL||Centre communal d'action sanitaire et sociale||0431-10
28||centre hospitalier Ain Val de Saône de Pont-de-Veyle||2124||01||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
28||centre hospitalier d'Andrevetan de La-Roche-sur-Foron||1153||74||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
28||centre hospitalier d'Ardèche méridionale à Aubenas||7532||07||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
28||centre hospitalier de Brioude||7830||43||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
28||centre hospitalier de Roanne||1359||42||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
28||centre hospitalier de Sainte-Foy-Lès-Lyon||1290||69||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
28||centre hospitalier du haut Bugey à Oyonnax||1729||01||Et. sanit. et sociaux et ESMS-BP et BA||Centres Hospitaliers Généraux (Budget Principal)||0503-00
28||collège la pierre aiguille a le touvet||945||38||Et. pub. local d'enseignement||Collège||1310-00
28||collège le calloud à la tour du pin||7051||38||Et. pub. local d'enseignement||Collège||1310-00
28||collège louis mauberret la mure||7002||38||Et. pub. local d'enseignement||Collège||1310-00
28||collège marc sangnier à seyssins||6998||38||Et. pub. local d'enseignement||Collège||1310-00
28||commne de chaméane||8996||63||Commune||Commune / BP||0101-00
28||communauté d'agglomération d'Annemasse-les-Voirons (Annemasse Agglo)||3414||74||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
28||Communauté d'agglomération de l'Ouest Rhodanien (CCOR)||16004||69||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
28||Communauté d'Agglomération Privas Centre Ardèche||15566||07||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
28||communauté de communes Chambaran Vinay Vercors||15684||38||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||communauté de communes de la côtière à Montluel||3702||01||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||communauté de communes de la Tournette||3373||74||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||communauté de communes de l'Est Lyonnais (CCEL)||3485||69||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||communauté de communes de Pont-de-Vaux (ex du canton)||3695||01||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||communauté de communes des bords de veyle et chalaronne||3697||01||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||COMMUNAUTE DE COMMUNES DES CHATAIGNIERS A SAINT-PIERREVILLE ||3646||07||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||communauté de communes des collines du Léman||3367||74||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||communauté de communes du bassin d'Annonay||3652||07||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté d'agglomération||0402-00
28||communauté de communes du Crestois et du Pays de Saillans-Coeur de Drôme (CCCPS)||16544||26||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||Communauté de communes du Pays de L'Hermitage et du Tournonais||15564||07||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||communauté de communes du pays de Saint-Galmier||3501||42||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||communauté de communes du pays entre Loire et Rhône (COPLER)||3515||42||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||communauté de communes du pays mornantais (COPAMO)||3469||69||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||COMMUNAUTE de COMMUNES SANCY-ARTENSE COMMUNAUTE||8465||63||Et. pub. local et BA des Collectiv. territoriales et des EPL||Communauté de communes||0403-00
28||COMMUNE D'  ABONDANCE||4026||74||Commune||Commune / BP||0101-00
28||COMMUNE D'  ALBOUSSIERE||6156||07||Commune||Commune / BP||0101-00
28||COMMUNE D'  ARBIN||4315||73||Commune||Commune / BP||0101-00
28||commune d'Anse||4606||69||Commune||Commune / BP||0101-00
28||commune d'Antraigues-sur-Volane||6152||07||Commune||Commune / BP||0101-00
28||commune d'Arbent||6571||01||Commune||Commune / BP||0101-00
28||commune d'Arpajon-sur-Cère||9579||15||Commune||Commune / BP||0101-00
28||COMMUNE D'ARTEMARE||6565||01||Commune||Commune / BP||0101-00
28||COMMUNE DE  BOURG ARGENTAL||4920||42||Commune||Commune / BP||0101-00
28||COMMUNE DE  CHAUZON||6106||07||Commune||Commune / BP||0101-00
28||COMMUNE DE  CHAZEAUX||6105||07||Commune||Commune / BP||0101-00
28||COMMUNE DE  CORDELLE||4875||42||Commune||Commune / BP||0101-00
28||COMMUNE DE  DOMPNAC||6086||07||Commune||Commune / BP||0101-00
28||COMMUNE DE  FOURNEAUX||4847||42||Commune||Commune / BP||0101-00
28||COMMUNE DE  FROGES||5312||38||Commune||Commune / BP||0101-00
28||COMMUNE DE  LA CHAPELLE EN LAFAYE||4894||42||Commune||Commune / BP||0101-00
28||COMMUNE DE  LABOULE||6049||07||Commune||Commune / BP||0101-00
28||COMMUNE DE  LACHAPELLE-SOUS-AUBENAS||6045||07||Commune||Commune / BP||0101-00
28||COMMUNE DE  LAVILLEDIEU||6030||07||Commune||Commune / BP||0101-00
28||COMMUNE DE  MACHEZAL||4818||42||Commune||Commune / BP||0101-00
28||COMMUNE DE  MEILLERIE||3863||74||Commune||Commune / BP||0101-00
28||COMMUNE DE  MONTREAL||6006||07||Commune||Commune / BP||0101-00
28||COMMUNE DE  MORILLON||3848||74||Commune||Commune / BP||0101-00
28||COMMUNE DE  NEULISE||4791||42||Commune||Commune / BP||0101-00
28||COMMUNE DE  SANILHAC||5866||07||Commune||Commune / BP||0101-00
28||COMMUNE DE  STE AGNES||5147||38||Commune||Commune / BP||0101-00
28||COMMUNE DE  VENDRANGES||4629||42||Commune||Commune / BP||0101-00
28||COMMUNE DE  VILLECHENEVE||4366||69||Commune||Commune / BP||0101-00
28||COMMUNE DE BEAUREGARD-BARET||5789||26||Commune||Commune / BP||0101-00
28||commune de Béligneux||6555||01||Commune||Commune / BP||0101-00
28||commune de Bellegarde-sur-Valserine||6554||01||Commune||Commune / BP||0101-00
28||commune de bellenaves||9890||03||Commune||Commune / BP||0101-00
28||commune de Bidon||6130||07||Commune||Commune / BP||0101-00
28||commune de Bourg-les-Valence||5775||26||Commune||Commune / BP||0101-00
28||COMMUNE DE BOURGNEUF||4283||73||Commune||Commune / BP||0101-00
28||COMMUNE DE BRASSAC-LES-MINES||9024||63||Commune||Commune / BP||0101-00
28||commune de Bron||4587||69||Commune||Commune / BP||0101-00
28||commune de Cellier-du-Luc||6119||07||Commune||Commune / BP||0101-00
28||commune de Chalmazel||4905||42||Commune||Commune / BP||0101-00
28||commune de Chaponost||4573||69||Commune||Commune / BP||0101-00
28||commune de Chassieu||4358||69||Commune||Commune / BP||0101-00
28||commune de Chénelette||4562||69||Commune||Commune / BP||0101-00
28||COMMUNE DE COURCAIS||9822||03||Commune||Commune / BP||0101-00
28||commune de Craponne||4547||69||Commune||Commune / BP||0101-00
28||COMMUNE DE CROZES-HERMITAGE||5728||26||Commune||Commune / BP||0101-00
28||commune de Décines-Charpieu||4355||69||Commune||Commune / BP||0101-00
28||commune de Feurs||4852||42||Commune||Commune / BP||0101-00
28||commune de Fontaine||5318||38||Commune||Commune / BP||0101-00
28||commune de Genas||4353||69||Commune||Commune / BP||0101-00
28||commune de Grenoble||5303||38||Commune||Commune / BP||0101-00
28||commune de Grigny||4522||69||Commune||Commune / BP||0101-00
28||commune de La Bauche||4300||73||Commune||Commune / BP||0101-00
28||commune de La Tour-d'Auvergne||8882||63||Commune||Commune / BP||0101-00
28||commune de La Verpillière||4973||38||Commune||Commune / BP||0101-00
28||commune de Lalizolle||9774||03||Commune||Commune / BP||0101-00
28||commune de Laval-sur-Doulon||9215||43||Commune||Commune / BP||0101-00
28||commune de Lavoûte-Chilhac||9213||43||Commune||Commune / BP||0101-00
28||commune de Macot-la-Plagne||4193||73||Commune||Commune / BP||0101-00
28||COMMUNE DE MADIC||9484||15||Commune||Commune / BP||0101-00
28||COMMUNE DE MANDAILLES-SAINT-JULIEN||9482||15||Commune||Commune / BP||0101-00
28||COMMUNE DE MANIGOD||3878||74||Commune||Commune / BP||0101-00
28||commune de Megève||3865||74||Commune||Commune / BP||0101-00
28||commune de Miribel||6355||01||Commune||Commune / BP||0101-00
28||COMMUNE DE MONTMIRAL||5639||26||Commune||Commune / BP||0101-00
28||commune de Montord||9720||03||Commune||Commune / BP||0101-00
28||commune de Montpezat-sous-Bauzon||6007||07||Commune||Commune / BP||0101-00
28||COMMUNE DE NERIS-LES-BAINS||9713||03||Commune||Commune / BP||0101-00
28||commune de Pierrefort||9443||15||Commune||Commune / BP||0101-00
28||commune de Pont-de-Chéruy||5180||38||Commune||Commune / BP||0101-00
28||COMMUNE DE PRADONS||5988||07||Commune||Commune / BP||0101-00
28||COMMUNE DE PRESAILLES||9176||43||Commune||Commune / BP||0101-00
28||COMMUNE DE PRUNET||5984||07||Commune||Commune / BP||0101-00
28||COMMUNE DE REILHAC||9330||15||Commune||Commune / BP||0101-00
28||commune de Renaison||4765||42||Commune||Commune / BP||0101-00
28||commune de Revonnas||6290||01||Commune||Commune / BP||0101-00
28||commune de Rives-sur-Fure||5160||38||Commune||Commune / BP||0101-00
28||commune de Sablières||5969||07||Commune||Commune / BP||0101-00
28||commune de Saint Hilaire près Pionsat||8716||63||Commune||Commune / BP||0101-00
28||commune de Saint-Amandin||9426||15||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-ANDEOL-LE-CHATEAU||4441||69||Commune||Commune / BP||0101-00
28||commune de Saint-Bois||6274||01||Commune||Commune / BP||0101-00
28||commune de Saint-Bonnet-Tronçais||9688||03||Commune||Commune / BP||0101-00
28||commune de Saint-Colomban-des-Villards||4120||73||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-CYR-DE-FAVIERES||4736||42||Commune||Commune / BP||0101-00
28||commune de saint-georges-d'hurtières||4113||73||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-GERAND-LE-PUY||9674||03||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-GERMAIN||5930||07||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-GERMAIN-L'HERM||8723||63||Commune||Commune / BP||0101-00
28||commune de Saint-Gérons||9408||15||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-HILAIRE-DU-ROSIER||5105||38||Commune||Commune / BP||0101-00
28||commune de Saint-Jean-de-Nay||9138||43||Commune||Commune / BP||0101-00
28||commune de saint-Just-d'Ardèche||5913||07||Commune||Commune / BP||0101-00
28||commune de saint-laurent-du-pont||5088||38||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-LOUP||9667||03||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-MAMERT||1265||69||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-PAL-DE-MONS||9123||43||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-PIERRE-DE-CURTILLE||4078||73||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-PIERREVILLE||5887||07||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-PRIEST-LA-ROCHE||4675||42||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-SYMPHORIEN-DE-LAY||4663||42||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-THEOFFREY||5041||38||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-VALLIER||5523||26||Commune||Commune / BP||0101-00
28||commune de Saint-Victor||9647||03||Commune||Commune / BP||0101-00
28||COMMUNE DE SAINT-VICTOR-LA-RIVIERE||8676||63||Commune||Commune / BP||0101-00
28||commune de Salins-les-Thermes||4068||73||Commune||Commune / BP||0101-00
28||commune de Seynod||3778||74||Commune||Commune / BP||0101-00
28||commune de Taninges||3770||74||Commune||Commune / BP||0101-00
28||commune de Thizy les Bourgs||15864||69||Commune||Commune / BP||0101-00
28||commune de Vergezac||9083||43||Commune||Commune / BP||0101-00
28||commune de Villard-de-Lans||4962||38||Commune||Commune / BP||0101-00
28||commune de Vizille||4948||38||Commune||Commune / BP||0101-00
28||COMMUNE DE VOCANCE||5827||07||Commune||Commune / BP||0101-00
28||commune d'Echirolles||5334||38||Commune||Commune / BP||0101-00
28||commune des Noës||4789||42||Commune||Commune / BP||0101-00
28||commune d'Estivareilles||9798||03||Commune||Commune / BP||0101-00
28||COMMUNE D'ORGNAC-L'AVEN||6001||07||Commune||Commune / BP||0101-00
28||COMMUNE D'ORIOL-EN-ROYANS||5624||26||Commune||Commune / BP||0101-00
28||commune du Petit-Bornand-les-Glières||3827||74||Commune||Commune / BP||0101-00
28||commune d'Yzeure||7584||03||Commune||Commune / BP||0101-00
28||COMMUNE LE CENDRE||9005||63||Commune||Commune / BP||0101-00
28||département de la Drôme||3730||26||Département||Département / BP||0201-00
28||département de l'Ain||3732||01||Département||Département / BP||0201-00
28||département de l'Allier||8604||03||Département||Département / BP||0201-00
28||département du Cantal||8603||15||Département||Département / BP||0201-00
28||établissement public de coopération culturelle Travail et Culture (EPCC TEC)||15725||38||Etablissement public de coopération culturelle||Etablissement public à caractère industriel et commercial||2500-00
28||établissement public local d'enseignement et de formation professionnelle agricole de Roanne Chervé (EPLEFPA)||892||42||Et. pub. local d'enseignement||Lycée||1320-00
28||hôpital intercommunal de Saint-Laurent-de-Chamousset||1289||69||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
28||hôpital local de Nyons||1670||26||Et. sanit. et sociaux et ESMS-BP et BA||Hôpitaux locaux (Budget Principal)||0505-00
28||lycée Albert Thomas de Roanne||6956||42||Et. pub. local d'enseignement||Lycée||1320-00
28||lycée des Eaux claires de Grenoble||7085||38||Et. pub. local d'enseignement||Lycée||1320-00
28||lycée Gabriel Fauré à Annecy||6651||74||Et. pub. local d'enseignement||Lycée||1320-00
28||lycée Louis Armand à Gleize||6806||69||Et. pub. local d'enseignement||Lycée||1320-00
28||lycée polyvalent Astier à Aubenas et groupement d'établissements du Vivarais Provence||7181||07||Et. pub. local d'enseignement||Lycée||1320-00
28||lycée polyvalent François Mansart à Thizy||6757||69||Et. pub. local d'enseignement||Lycée||1320-00
28||lycée professionnel Germain Sommeiller à Annecy||6618||74||Et. pub. local d'enseignement||Lycée||1320-00
28||lycée René Cassin à Tarare||6842||69||Et. pub. local d'enseignement||Lycée||1320-00
28||office du tourisme d'Aix-les-Bains||7401||73||Et. pub. Industriel et Commercial||Office de tourisme||0710-00
28||office public d'habitation à loyer modéré du Cantal||7704||15||Office d'HLM ou OPAC-BP et BA||OPHLM (Office public d'HLM)||0610-00
28||SIVU DU ROC-D'ENFER ||7252||74||Et. pub. local et BA des Collectiv. territoriales et des EPL||Syndicat à vocation unique||0421-10
